Time[sec]	Pressure[mbar]	T[°C] 	U[%]	Geo Pot[m]	Dew [°C]	RI    	GRI     	MRI    	CL [m/s]	D [g/m3]	VP [mbar]	Pot Te [°C]	Vi Te [°C]	Spec U [g/kg]	UTC Time [sec]	Wsp [m/s]	Wdir [°]	N/S Wind [m/s]	E/W Wind [m/s]	Vert Wind [m/s]	Lon [°]    	Lat [°]   	Geometric Height [m]
00952.0  	  501.7       	  -3.2	  52	  5869    	 -11.5  	 146.9	   ///./	 1066.6	 329.5  	  647.6 	  2.5    	   60.3    	  -2.7    	  3.14       	 33142.3      	   6.8   	 109    	 ////./       	 ////./       	 ////./        	   76.29052	  10.04561	  5889.4
00953.0  	  501.3       	  -3.2	  52	  5875    	 -11.6  	 146.8	   ///./	 1067.4	 329.5  	  647.2 	  2.5    	   60.3    	  -2.7    	  3.13       	 33143.3      	   6.8   	 108    	 ////./       	 ////./       	 ////./        	   76.29046	  10.04562	  5895.3
00954.0  	  500.9       	  -3.3	  52	  5881    	 -11.6  	 146.7	   ///./	 1068.3	 329.5  	  646.8 	  2.5    	   60.4    	  -2.8    	  3.11       	 33144.3      	   6.9   	 108    	 ////./       	 ////./       	 ////./        	   76.29039	  10.04564	  5901.4
00955.0  	  500.6       	  -3.3	  52	  5887    	 -11.7  	 146.6	   ///./	 1069.1	 329.5  	  646.3 	  2.5    	   60.4    	  -2.8    	  3.10       	 33145.3      	   6.9   	 108    	 ////./       	 ////./       	 ////./        	   76.29032	  10.04565	  5907.5
00956.0  	  500.2       	  -3.3	  52	  5893    	 -11.8  	 146.5	   ///./	 1070.0	 329.5  	  645.9 	  2.5    	   60.4    	  -2.8    	  3.08       	 33146.3      	   7.0   	 107    	 ////./       	 ////./       	 ////./        	   76.29026	  10.04566	  5913.5
00957.0  	  499.8       	  -3.4	  52	  5899    	 -11.8  	 146.4	   ///./	 1070.8	 329.4  	  645.5 	  2.5    	   60.4    	  -2.9    	  3.07       	 33147.3      	   7.0   	 107    	 ////./       	 ////./       	 ////./        	   76.29019	  10.04567	  5919.6
00958.0  	  499.4       	  -3.4	  52	  5906    	 -11.9  	 146.3	   ///./	 1071.7	 329.4  	  645.1 	  2.4    	   60.5    	  -2.9    	  3.06       	 33148.3      	   7.1   	 107    	 ////./       	 ////./       	 ////./        	   76.29013	  10.04569	  5925.7
00959.0  	  499.0       	  -3.5	  51	  5912    	 -12.0  	 146.2	   ///./	 1072.5	 329.4  	  644.7 	  2.4    	   60.5    	  -3.0    	  3.04       	 33149.3      	   7.2   	 106    	 ////./       	 ////./       	 ////./        	   76.29006	  10.04570	  5931.7
00960.0  	  498.6       	  -3.5	  51	  5918    	 -12.0  	 146.1	   ///./	 1073.4	 329.4  	  644.3 	  2.4    	   60.5    	  -3.0    	  3.03       	 33150.3      	   7.2   	 106    	 ////./       	 ////./       	 ////./        	   76.28999	  10.04571	  5938.2
00961.0  	  498.2       	  -3.5	  51	  5924    	 -12.1  	 146.0	   ///./	 1074.4	 329.3  	  643.9 	  2.4    	   60.5    	  -3.1    	  3.01       	 33151.3      	   7.3   	 106    	 ////./       	 ////./       	 ////./        	   76.28993	  10.04573	  5944.6
00962.0  	  497.8       	  -3.6	  51	  5931    	 -12.2  	 145.9	   ///./	 1075.3	 329.3  	  643.5 	  2.4    	   60.6    	  -3.1    	  2.99       	 33152.3      	   7.3   	 106    	 ////./       	 ////./       	 ////./        	   76.28986	  10.04574	  5951.0
00963.0  	  497.4       	  -3.6	  51	  5937    	 -12.3  	 145.8	   ///./	 1076.2	 329.3  	  643.1 	  2.4    	   60.6    	  -3.2    	  2.97       	 33153.3      	   7.4   	 105    	 ////./       	 ////./       	 ////./        	   76.28980	  10.04575	  5957.4
00964.0  	  497.0       	  -3.7	  51	  5944    	 -12.4  	 145.7	   ///./	 1077.1	 329.3  	  642.6 	  2.4    	   60.6    	  -3.2    	  2.96       	 33154.3      	   7.4   	 105    	 ////./       	 ////./       	 ////./        	   76.28973	  10.04577	  5963.8
00965.0  	  496.6       	  -3.7	  51	  5950    	 -12.4  	 145.6	   ///./	 1078.0	 329.2  	  642.2 	  2.3    	   60.6    	  -3.2    	  2.94       	 33155.3      	   7.5   	 105    	 ////./       	 ////./       	 ////./        	   76.28966	  10.04578	  5970.4
00966.0  	  496.2       	  -3.8	  50	  5957    	 -12.5  	 145.5	   ///./	 1079.0	 329.2  	  641.8 	  2.3    	   60.6    	  -3.3    	  2.92       	 33156.3      	   7.5   	 104    	 ////./       	 ////./       	 ////./        	   76.28960	  10.04579	  5977.3
00967.0  	  495.8       	  -3.8	  50	  5964    	 -12.6  	 145.4	   ///./	 1080.0	 329.2  	  641.4 	  2.3    	   60.7    	  -3.3    	  2.91       	 33157.3      	   7.5   	 104    	 ////./       	 ////./       	 ////./        	   76.28953	  10.04580	  5984.3
00968.0  	  495.3       	  -3.9	  50	  5971    	 -12.7  	 145.3	   ///./	 1081.0	 329.1  	  640.9 	  2.3    	   60.7    	  -3.4    	  2.89       	 33158.3      	   7.4   	 104    	 ////./       	 ////./       	 ////./        	   76.28947	  10.04582	  5991.2
00969.0  	  494.9       	  -3.9	  50	  5978    	 -12.8  	 145.2	   ///./	 1081.9	 329.1  	  640.5 	  2.3    	   60.7    	  -3.4    	  2.87       	 33159.3      	   7.4   	 104    	 ////./       	 ////./       	 ////./        	   76.28940	  10.04583	  5998.1
00970.0  	  494.5       	  -4.0	  50	  5985    	 -12.8  	 145.1	   ///./	 1082.9	 329.1  	  640.0 	  2.3    	   60.7    	  -3.5    	  2.86       	 33160.3      	   7.4   	 103    	 ////./       	 ////./       	 ////./        	   76.28933	  10.04584	  6005.1
00971.0  	  494.1       	  -4.0	  50	  5991    	 -12.9  	 145.0	   ///./	 1083.8	 329.1  	  639.6 	  2.3    	   60.8    	  -3.5    	  2.84       	 33161.3      	   7.4   	 103    	 ////./       	 ////./       	 ////./        	   76.28927	  10.04586	  6011.6
00972.0  	  493.6       	  -4.0	  49	  5997    	 -13.0  	 144.9	   ///./	 1084.7	 329.0  	  639.2 	  2.2    	   60.8    	  -3.6    	  2.82       	 33162.3      	   7.4   	 103    	 ////./       	 ////./       	 ////./        	   76.28920	  10.04587	  6018.0
00973.0  	  493.2       	  -4.1	  49	  6004    	 -13.1  	 144.8	   ///./	 1085.7	 329.0  	  638.8 	  2.2    	   60.8    	  -3.6    	  2.81       	 33163.3      	   7.3   	 103    	 ////./       	 ////./       	 ////./        	   76.28914	  10.04588	  6024.4
00974.0  	  492.8       	  -4.2	  49	  6010    	 -13.2  	 144.7	   ///./	 1086.6	 329.0  	  638.4 	  2.2    	   60.8    	  -3.7    	  2.79       	 33164.3      	   7.3   	 102    	 ////./       	 ////./       	 ////./        	   76.28907	  10.04590	  6030.8
00975.0  	  492.4       	  -4.2	  49	  6017    	 -13.3  	 144.6	   ///./	 1087.5	 328.9  	  638.0 	  2.2    	   60.8    	  -3.8    	  2.77       	 33165.3      	   7.3   	 102    	 ////./       	 ////./       	 ////./        	   76.28900	  10.04591	  6037.2
00976.0  	  492.0       	  -4.3	  49	  6023    	 -13.3  	 144.5	   ///./	 1088.4	 328.9  	  637.6 	  2.2    	   60.8    	  -3.8    	  2.76       	 33166.3      	   7.3   	 102    	 ////./       	 ////./       	 ////./        	   76.28894	  10.04592	  6043.6
00977.0  	  491.6       	  -4.3	  49	  6030    	 -13.4  	 144.4	   ///./	 1089.4	 328.9  	  637.2 	  2.2    	   60.9    	  -3.9    	  2.74       	 33167.3      	   7.2   	 102    	 ////./       	 ////./       	 ////./        	   76.28887	  10.04593	  6050.4
00978.0  	  491.2       	  -4.4	  49	  6036    	 -13.5  	 144.3	   ///./	 1090.3	 328.8  	  636.8 	  2.1    	   60.9    	  -3.9    	  2.73       	 33168.3      	   7.2   	 101    	 ////./       	 ////./       	 ////./        	   76.28880	  10.04595	  6057.1
00979.0  	  490.8       	  -4.4	  49	  6043    	 -13.6  	 144.2	   ///./	 1091.3	 328.8  	  636.4 	  2.1    	   60.9    	  -4.0    	  2.71       	 33169.3      	   7.2   	 101    	 ////./       	 ////./       	 ////./        	   76.28874	  10.04596	  6063.9
00980.0  	  490.4       	  -4.5	  48	  6050    	 -13.6  	 144.1	   ///./	 1092.2	 328.8  	  635.9 	  2.1    	   60.9    	  -4.0    	  2.70       	 33170.3      	   7.2   	 101    	 ////./       	 ////./       	 ////./        	   76.28867	  10.04597	  6070.6
00981.0  	  490.0       	  -4.5	  48	  6057    	 -13.7  	 144.0	   ///./	 1093.2	 328.7  	  635.5 	  2.1    	   60.9    	  -4.1    	  2.68       	 33171.3      	   7.2   	 101    	 ////./       	 ////./       	 ////./        	   76.28861	  10.04598	  6077.3
00982.0  	  489.6       	  -4.6	  48	  6063    	 -13.8  	 143.9	   ///./	 1094.2	 328.7  	  635.1 	  2.1    	   60.9    	  -4.1    	  2.67       	 33172.3      	   7.2   	 100    	 ////./       	 ////./       	 ////./        	   76.28855	  10.04600	  6084.0
00983.0  	  489.1       	  -4.6	  48	  6070    	 -13.9  	 143.9	   ///./	 1095.1	 328.7  	  634.7 	  2.1    	   60.9    	  -4.2    	  2.65       	 33173.3      	   7.1   	 100    	 ////./       	 ////./       	 ////./        	   76.28848	  10.04601	  6090.5
00984.0  	  488.7       	  -4.7	  48	  6076    	 -13.9  	 143.8	   ///./	 1096.0	 328.6  	  634.3 	  2.1    	   61.0    	  -4.3    	  2.64       	 33174.3      	   7.1   	 100    	 ////./       	 ////./       	 ////./        	   76.28842	  10.04602	  6097.0
00985.0  	  488.3       	  -4.7	  48	  6083    	 -14.0  	 143.7	   ///./	 1096.9	 328.6  	  633.9 	  2.1    	   61.0    	  -4.3    	  2.63       	 33175.3      	   7.1   	 100    	 ////./       	 ////./       	 ////./        	   76.28836	  10.04603	  6103.6
00986.0  	  487.9       	  -4.8	  48	  6089    	 -14.1  	 143.6	   ///./	 1097.9	 328.6  	  633.5 	  2.0    	   61.0    	  -4.4    	  2.61       	 33176.3      	   7.1   	 100    	 ////./       	 ////./       	 ////./        	   76.28830	  10.04604	  6110.1
00987.0  	  487.5       	  -4.9	  48	  6096    	 -14.2  	 143.5	   ///./	 1098.8	 328.5  	  633.1 	  2.0    	   61.0    	  -4.4    	  2.60       	 33177.3      	   7.1   	 100    	 ////./       	 ////./       	 ////./        	   76.28823	  10.04605	  6116.6
00988.0  	  487.1       	  -4.9	  48	  6102    	 -14.2  	 143.4	   ///./	 1099.8	 328.5  	  632.7 	  2.0    	   61.0    	  -4.5    	  2.58       	 33178.3      	   7.1   	 100    	 ////./       	 ////./       	 ////./        	   76.28817	  10.04606	  6123.3
00989.0  	  486.7       	  -5.0	  48	  6109    	 -14.3  	 143.3	   ///./	 1100.8	 328.5  	  632.3 	  2.0    	   61.0    	  -4.5    	  2.57       	 33179.3      	   7.1   	 100    	 ////./       	 ////./       	 ////./        	   76.28811	  10.04608	  6130.4
00990.0  	  486.2       	  -5.0	  48	  6116    	 -14.4  	 143.2	   ///./	 1101.8	 328.4  	  631.9 	  2.0    	   61.0    	  -4.6    	  2.57       	 33180.3      	   7.1   	 100    	 ////./       	 ////./       	 ////./        	   76.28804	  10.04609	  6137.5
00991.0  	  485.8       	  -5.1	  48	  6124    	 -14.4  	 143.1	   ///./	 1102.8	 328.4  	  631.5 	  2.0    	   61.0    	  -4.7    	  2.56       	 33181.3      	   7.0   	 100    	 ////./       	 ////./       	 ////./        	   76.28798	  10.04610	  6144.6
00992.0  	  485.4       	  -5.1	  48	  6131    	 -14.5  	 143.0	   ///./	 1103.9	 328.4  	  631.0 	  2.0    	   61.1    	  -4.7    	  2.55       	 33182.3      	   7.0   	 100    	 ////./       	 ////./       	 ////./        	   76.28792	  10.04611	  6151.7
00993.0  	  485.0       	  -5.2	  48	  6138    	 -14.5  	 142.9	   ///./	 1104.9	 328.3  	  630.6 	  2.0    	   61.1    	  -4.8    	  2.54       	 33183.3      	   7.0   	 100    	 ////./       	 ////./       	 ////./        	   76.28785	  10.04612	  6158.8
00994.0  	  484.6       	  -5.2	  48	  6144    	 -14.6  	 142.8	   ///./	 1105.8	 328.3  	  630.2 	  2.0    	   61.1    	  -4.8    	  2.53       	 33184.3      	   7.0   	 100    	 ////./       	 ////./       	 ////./        	   76.28779	  10.04613	  6165.3
00995.0  	  484.2       	  -5.3	  48	  6150    	 -14.6  	 142.7	   ///./	 1106.7	 328.3  	  629.8 	  2.0    	   61.1    	  -4.9    	  2.52       	 33185.3      	   7.0   	 099    	 ////./       	 ////./       	 ////./        	   76.28773	  10.04614	  6171.6
00996.0  	  483.7       	  -5.4	  48	  6157    	 -14.6  	 142.7	   ///./	 1107.6	 328.2  	  629.4 	  2.0    	   61.1    	  -4.9    	  2.52       	 33186.3      	   7.0   	 099    	 ////./       	 ////./       	 ////./        	   76.28767	  10.04616	  6178.0
00997.0  	  483.4       	  -5.4	  48	  6163    	 -14.7  	 142.6	   ///./	 1108.5	 328.2  	  629.0 	  1.9    	   61.1    	  -5.0    	  2.51       	 33187.3      	   7.0   	 099    	 ////./       	 ////./       	 ////./        	   76.28760	  10.04617	  6184.3
00998.0  	  483.0       	  -5.5	  48	  6169    	 -14.7  	 142.5	   ///./	 1109.5	 328.2  	  628.7 	  1.9    	   61.1    	  -5.1    	  2.50       	 33188.3      	   7.0   	 099    	 ////./       	 ////./       	 ////./        	   76.28754	  10.04618	  6190.6
00999.0  	  482.6       	  -5.5	  48	  6176    	 -14.8  	 142.4	   ///./	 1110.4	 328.1  	  628.3 	  1.9    	   61.1    	  -5.1    	  2.49       	 33189.3      	   7.0   	 099    	 ////./       	 ////./       	 ////./        	   76.28748	  10.04619	  6196.9
01000.0  	  482.2       	  -5.6	  48	  6182    	 -14.8  	 142.3	   ///./	 1111.3	 328.1  	  627.9 	  1.9    	   61.1    	  -5.2    	  2.48       	 33190.3      	   7.0   	 099    	 ////./       	 ////./       	 ////./        	   76.28741	  10.04620	  6203.2
01001.0  	  481.8       	  -5.6	  48	  6188    	 -14.9  	 142.3	   ///./	 1112.2	 328.1  	  627.6 	  1.9    	   61.1    	  -5.2    	  2.48       	 33191.3      	   7.0   	 099    	 ////./       	 ////./       	 ////./        	   76.28735	  10.04621	  6209.5
01002.0  	  481.4       	  -5.7	  48	  6194    	 -14.9  	 142.2	   ///./	 1113.1	 328.0  	  627.2 	  1.9    	   61.1    	  -5.3    	  2.47       	 33192.3      	   7.0   	 099    	 ////./       	 ////./       	 ////./        	   76.28729	  10.04622	  6215.8
01003.0  	  481.0       	  -5.7	  48	  6201    	 -15.0  	 142.1	   ///./	 1114.0	 328.0  	  626.8 	  1.9    	   61.2    	  -5.3    	  2.46       	 33193.3      	   7.0   	 099    	 ////./       	 ////./       	 ////./        	   76.28722	  10.04624	  6222.1
01004.0  	  480.6       	  -5.8	  48	  6207    	 -15.1  	 142.0	   ///./	 1114.9	 328.0  	  626.4 	  1.9    	   61.2    	  -5.4    	  2.45       	 33194.3      	   6.9   	 099    	 ////./       	 ////./       	 ////./        	   76.28716	  10.04625	  6228.5
01005.0  	  480.2       	  -5.9	  48	  6214    	 -15.1  	 141.9	   ///./	 1115.8	 327.9  	  626.0 	  1.9    	   61.2    	  -5.5    	  2.44       	 33195.3      	   6.9   	 099    	 ////./       	 ////./       	 ////./        	   76.28710	  10.04626	  6235.0
01006.0  	  479.9       	  -5.9	  48	  6220    	 -15.2  	 141.8	   ///./	 1116.8	 327.9  	  625.6 	  1.9    	   61.2    	  -5.5    	  2.43       	 33196.3      	   7.0   	 099    	 ////./       	 ////./       	 ////./        	   76.28703	  10.04627	  6241.5
01007.0  	  479.5       	  -6.0	  48	  6226    	 -15.2  	 141.7	   ///./	 1117.7	 327.9  	  625.3 	  1.9    	   61.2    	  -5.6    	  2.42       	 33197.3      	   7.0   	 099    	 ////./       	 ////./       	 ////./        	   76.28697	  10.04628	  6248.0
01008.0  	  479.1       	  -6.0	  48	  6233    	 -15.3  	 141.7	   ///./	 1118.6	 327.8  	  624.9 	  1.9    	   61.2    	  -5.6    	  2.41       	 33198.3      	   7.1   	 099    	 ////./       	 ////./       	 ////./        	   76.28691	  10.04629	  6254.5
01009.0  	  478.7       	  -6.1	  48	  6239    	 -15.3  	 141.6	   ///./	 1119.6	 327.8  	  624.5 	  1.8    	   61.2    	  -5.7    	  2.40       	 33199.3      	   7.1   	 099    	 ////./       	 ////./       	 ////./        	   76.28685	  10.04630	  6260.9
01010.0  	  478.3       	  -6.1	  48	  6246    	 -15.4  	 141.5	   ///./	 1120.5	 327.8  	  624.1 	  1.8    	   61.2    	  -5.7    	  2.39       	 33200.3      	   7.2   	 099    	 ////./       	 ////./       	 ////./        	   76.28678	  10.04631	  6267.5
01011.0  	  477.9       	  -6.2	  48	  6252    	 -15.5  	 141.4	   ///./	 1121.5	 327.7  	  623.7 	  1.8    	   61.2    	  -5.8    	  2.38       	 33201.3      	   7.3   	 099    	 ////./       	 ////./       	 ////./        	   76.28671	  10.04632	  6274.1
01012.0  	  477.5       	  -6.2	  48	  6259    	 -15.5  	 141.3	   ///./	 1122.4	 327.7  	  623.3 	  1.8    	   61.2    	  -5.9    	  2.37       	 33202.3      	   7.3   	 099    	 ////./       	 ////./       	 ////./        	   76.28665	  10.04632	  6280.8
01013.0  	  477.1       	  -6.3	  47	  6266    	 -15.6  	 141.2	   ///./	 1123.4	 327.7  	  622.9 	  1.8    	   61.3    	  -5.9    	  2.36       	 33203.3      	   7.4   	 099    	 ////./       	 ////./       	 ////./        	   76.28658	  10.04633	  6287.4
01014.0  	  476.7       	  -6.4	  47	  6272    	 -15.6  	 141.1	   ///./	 1124.3	 327.6  	  622.5 	  1.8    	   61.3    	  -6.0    	  2.35       	 33204.3      	   7.4   	 099    	 ////./       	 ////./       	 ////./        	   76.28651	  10.04633	  6294.0
01015.0  	  476.2       	  -6.4	  47	  6279    	 -15.7  	 141.0	   ///./	 1125.3	 327.6  	  622.1 	  1.8    	   61.3    	  -6.0    	  2.34       	 33205.3      	   7.5   	 099    	 ////./       	 ////./       	 ////./        	   76.28645	  10.04634	  6300.7
01016.0  	  475.8       	  -6.5	  47	  6286    	 -15.8  	 140.9	   ///./	 1126.3	 327.6  	  621.7 	  1.8    	   61.3    	  -6.1    	  2.33       	 33206.3      	   7.5   	 099    	 ////./       	 ////./       	 ////./        	   76.28638	  10.04634	  6307.6
01017.0  	  475.4       	  -6.5	  47	  6293    	 -15.8  	 140.8	   ///./	 1127.3	 327.5  	  621.3 	  1.8    	   61.3    	  -6.1    	  2.32       	 33207.3      	   7.6   	 099    	 ////./       	 ////./       	 ////./        	   76.28631	  10.04634	  6314.5
01018.0  	  475.0       	  -6.6	  47	  6300    	 -15.9  	 140.8	   ///./	 1128.2	 327.5  	  620.9 	  1.8    	   61.3    	  -6.2    	  2.31       	 33208.3      	   7.6   	 099    	 ////./       	 ////./       	 ////./        	   76.28624	  10.04635	  6321.4
01019.0  	  474.6       	  -6.6	  47	  6306    	 -16.0  	 140.7	   ///./	 1129.2	 327.4  	  620.5 	  1.8    	   61.3    	  -6.3    	  2.30       	 33209.3      	   7.7   	 098    	 ////./       	 ////./       	 ////./        	   76.28618	  10.04635	  6328.3
01020.0  	  474.2       	  -6.7	  47	  6313    	 -16.0  	 140.6	   ///./	 1130.2	 327.4  	  620.0 	  1.7    	   61.3    	  -6.3    	  2.29       	 33210.3      	   7.7   	 098    	 ////./       	 ////./       	 ////./        	   76.28611	  10.04636	  6335.3
01021.0  	  473.8       	  -6.8	  47	  6320    	 -16.1  	 140.5	   ///./	 1131.2	 327.4  	  619.6 	  1.7    	   61.4    	  -6.4    	  2.27       	 33211.3      	   7.8   	 098    	 ////./       	 ////./       	 ////./        	   76.28604	  10.04636	  6342.1
01022.0  	  473.4       	  -6.8	  47	  6327    	 -16.2  	 140.4	   ///./	 1132.2	 327.3  	  619.2 	  1.7    	   61.4    	  -6.4    	  2.26       	 33212.3      	   7.8   	 098    	 ////./       	 ////./       	 ////./        	   76.28598	  10.04637	  6348.8
01023.0  	  472.9       	  -6.9	  47	  6334    	 -16.2  	 140.3	   ///./	 1133.1	 327.3  	  618.8 	  1.7    	   61.4    	  -6.5    	  2.25       	 33213.3      	   7.9   	 098    	 ////./       	 ////./       	 ////./        	   76.28591	  10.04637	  6355.5
01024.0  	  472.5       	  -6.9	  47	  6340    	 -16.3  	 140.2	   ///./	 1134.1	 327.3  	  618.4 	  1.7    	   61.4    	  -6.6    	  2.24       	 33214.3      	   7.9   	 098    	 ////./       	 ////./       	 ////./        	   76.28584	  10.04638	  6362.2
01025.0  	  472.1       	  -7.0	  47	  6347    	 -16.4  	 140.1	   ///./	 1135.1	 327.2  	  618.0 	  1.7    	   61.4    	  -6.6    	  2.23       	 33215.3      	   8.0   	 098    	 ////./       	 ////./       	 ////./        	   76.28578	  10.04638	  6369.0
01026.0  	  471.7       	  -7.0	  47	  6354    	 -16.5  	 140.0	   ///./	 1136.0	 327.2  	  617.6 	  1.7    	   61.4    	  -6.7    	  2.22       	 33216.3      	   7.9   	 098    	 ////./       	 ////./       	 ////./        	   76.28571	  10.04639	  6375.7
